ID_Venda,ID_Cliente,Produto,Categoria,Quantidade,Preço,Data
58,102,Mouse,Periféricos,2.0,4837.93,2024-10-01
59,281,Notebook,Acessórios,,4307.92,2024-10-04
60,206,Smartphone,Acessórios,5.0,3286.69,2024-03-24
61,292,Notebook,Imagem,2.0,1101.68,2024-06-07
62,354,Notebook,Portáteis,3.0,4016.72,2024-10-29
63,352,Câmera,Portáteis,2.0,4815.61,2024-04-15
64,474,Impressora,Acessórios,2.0,1874.6,2024-04-07
65,676,Smartwatch,Acessórios,5.0,1003.9,2024-05-10
66,241,Impressora,Portáteis,,3373.67,2024-10-06
67,617,Smartphone,Imagem,1.0,4026.04,2024-07-21
68,544,Impressora,Periféricos,5.0,1898.95,2023-12-05
69,796,Mouse,Periféricos,3.0,318.62,2024-01-02
70,500,Impressora,Imagem,5.0,3285.24,2024-03-20
71,315,Impressora,Periféricos,2.0,2911.6,2024-04-25
72,351,Smartphone,Imagem,1.0,2010.17,2024-09-25
73,909,Monitor,Imagem,2.0,4395.76,2024-04-04
74,606,Fone de Ouvido,Imagem,4.0,808.21,2024-08-27
75,992,Impressora,Portáteis,4.0,76.93,2024-03-06
76,14,Câmera,Portáteis,2.0,1390.88,2024-02-07
77,472,Mouse,Acessórios,2.0,148.51,2023-12-04
78,232,Tablet,Imagem,1.0,4152.64,2024-10-12
79,579,,Periféricos,1.0,124.21,2024-10-24
80,595,Impressora,Acessórios,3.0,2836.61,2024-01-01
81,670,Monitor,Acessórios,1.0,2119.08,2024-08-11
82,402,Teclado,Imagem,1.0,4158.9,2024-06-03
83,391,Câmera,Portáteis,1.0,1284.13,2024-08-04
84,609,Smartwatch,Periféricos,1.0,3355.94,2024-05-03
85,187,Monitor,Imagem,2.0,141.63,2024-03-17
86,785,Impressora,Portáteis,3.0,3243.64,2024-05-14
87,197,Câmera,Imagem,2.0,3602.52,2024-02-10
88,300,Tablet,Periféricos,2.0,561.04,2024-08-08
89,333,Notebook,Portáteis,2.0,1570.7,2024-03-15
90,275,Monitor,Acessórios,,698.21,2024-01-22
91,761,Monitor,Imagem,3.0,1366.01,2024-04-14
92,430,Câmera,Periféricos,4.0,4040.44,2024-10-10
93,899,Câmera,Periféricos,1.0,161.27,2024-10-23
94,880,Tablet,Portáteis,2.0,3819.53,2023-12-03
95,31,Câmera,Imagem,3.0,1842.28,2024-05-28
96,447,Tablet,Imagem,5.0,527.72,2024-05-27
97,565,Mouse,Acessórios,4.0,4573.56,2024-10-28
98,193,Mouse,Portáteis,1.0,1678.92,2024-08-18
99,318,Câmera,Portáteis,,2480.51,2024-08-04
100,784,Smartphone,Periféricos,2.0,1532.17,2023-11-26
101,604,Tablet,Acessórios,2.0,2853.59,2023-11-24
102,616,Teclado,Acessórios,4.0,364.41,2023-12-11
103,651,Mouse,Periféricos,4.0,2970.25,2024-06-27
104,977,Fone de Ouvido,Acessórios,1.0,2273.4,2024-11-13
105,258,Mouse,Imagem,1.0,4539.46,2024-03-10
106,26,Mouse,Imagem,1.0,1879.66,2024-10-31
107,678,Fone de Ouvido,Periféricos,3.0,2504.73,2024-07-06
108,137,Câmera,Acessórios,1.0,1860.71,2023-12-25
109,727,Impressora,Periféricos,5.0,2594.98,2024-05-19
110,540,Mouse,Portáteis,4.0,4386.07,2024-08-21
111,194,Tablet,Acessórios,5.0,3196.47,2024-04-07
112,469,Fone de Ouvido,Acessórios,1.0,3628.4,2024-01-26
113,388,Smartwatch,Periféricos,4.0,3779.77,2024-04-22
114,645,Smartphone,Periféricos,1.0,555.13,2024-01-11
115,586,Smartphone,Portáteis,4.0,2609.73,2024-06-05
116,593,Tablet,Periféricos,5.0,1496.32,2024-10-08
117,402,Tablet,Portáteis,2.0,2231.38,2024-02-23
118,323,Mouse,Acessórios,2.0,92.11,2024-01-01
119,122,,Periféricos,2.0,1764.42,2024-11-15
120,49,Mouse,Periféricos,1.0,882.51,2024-01-01
121,972,Smartwatch,Periféricos,4.0,3294.41,2024-09-21
122,822,Teclado,Imagem,2.0,3352.63,2024-06-30
123,338,Notebook,Acessórios,2.0,3047.38,2024-09-24
124,179,Fone de Ouvido,Imagem,3.0,4276.0,2023-12-11
125,601,Smartwatch,Portáteis,5.0,1928.61,2024-08-03
126,851,Mouse,Acessórios,3.0,2265.47,2023-12-05
127,819,Smartwatch,Imagem,2.0,1692.44,2023-12-21
128,504,Notebook,Periféricos,4.0,109.91,2023-12-29
129,196,Câmera,Acessórios,1.0,1563.8,2024-03-16
130,113,Fone de Ouvido,Imagem,3.0,3539.22,2024-05-24
131,555,Smartphone,Acessórios,2.0,1511.68,2024-01-18
132,624,Mouse,Acessórios,1.0,232.56,2024-10-10
133,12,Fone de Ouvido,Acessórios,2.0,2261.1,2023-12-25
134,260,Câmera,Portáteis,3.0,3536.07,2023-12-01
135,791,Notebook,Periféricos,1.0,2591.13,2024-08-15
136,724,Impressora,Portáteis,1.0,4747.21,2024-01-15
137,219,Câmera,Imagem,5.0,3296.93,2024-03-14
138,269,Impressora,Acessórios,4.0,3080.81,2024-08-03
139,675,Monitor,Periféricos,2.0,357.82,2024-09-19
140,327,Smartwatch,Periféricos,1.0,2573.19,2024-02-17
141,613,Tablet,Acessórios,4.0,4312.71,2024-04-29
142,566,Monitor,Imagem,3.0,3265.72,2024-04-11
143,512,Câmera,Portáteis,1.0,1714.96,2024-02-13
144,351,Monitor,Acessórios,,1440.81,2024-07-13
145,327,Notebook,Acessórios,4.0,1656.66,2024-11-05
146,571,Impressora,Acessórios,2.0,1376.07,2023-12-27
147,922,Mouse,Imagem,3.0,537.73,2024-10-19
148,125,Fone de Ouvido,Portáteis,2.0,3064.54,2024-01-16
149,792,Teclado,Imagem,1.0,3838.4,2024-06-18
150,460,Tablet,Portáteis,5.0,4558.05,2024-11-16
151,476,Notebook,Portáteis,5.0,504.89,2023-12-07
152,250,Notebook,Portáteis,5.0,763.41,2024-03-22
153,775,Teclado,Periféricos,4.0,57.84,2024-06-23
154,335,Mouse,Acessórios,4.0,2634.5,2024-01-02
155,634,Mouse,Acessórios,3.0,281.95,2024-06-12
156,478,Notebook,Portáteis,4.0,1864.01,2024-06-22
157,575,Smartphone,Imagem,4.0,395.61,2023-12-28
158,880,Notebook,Portáteis,4.0,3151.41,2024-04-15
159,681,Teclado,Imagem,3.0,3817.46,2023-11-22
160,463,Notebook,Acessórios,4.0,1377.21,2024-07-28
161,143,Impressora,Periféricos,2.0,4833.22,2024-05-02
162,376,Mouse,Periféricos,5.0,1281.02,2024-11-14
163,820,Monitor,Acessórios,1.0,1290.33,2024-06-22
164,688,Smartphone,Portáteis,3.0,4773.71,2024-01-19
165,91,Mouse,Portáteis,4.0,4735.97,2024-05-18
166,189,Tablet,Acessórios,1.0,1249.21,2024-08-01
167,539,Fone de Ouvido,Imagem,1.0,3028.11,2024-01-22
168,878,Teclado,Imagem,5.0,3694.38,2023-12-18
169,767,Monitor,Periféricos,1.0,3907.83,2024-02-11
170,178,Teclado,Imagem,4.0,1384.79,2024-07-26
171,664,Smartphone,Periféricos,2.0,1804.29,2024-07-12
172,228,Notebook,Acessórios,3.0,1540.93,2024-01-24
173,33,Teclado,Acessórios,2.0,949.09,2024-09-22
174,244,Smartwatch,Imagem,2.0,3789.12,2024-06-27
175,327,Monitor,Portáteis,2.0,3418.69,2024-07-29
176,709,Tablet,Portáteis,4.0,1536.43,2023-12-20
177,434,Notebook,Imagem,1.0,2224.53,2024-03-19
178,889,Smartwatch,Acessórios,4.0,233.75,2024-11-11
179,84,Câmera,Acessórios,3.0,1728.34,2024-02-11
180,471,Fone de Ouvido,Portáteis,2.0,3725.43,2024-05-07
181,931,Câmera,Periféricos,5.0,118.26,2023-11-30
182,775,Monitor,Periféricos,2.0,3045.9,2024-08-25
183,331,Smartphone,Portáteis,1.0,3469.71,2024-04-19
184,532,Câmera,Imagem,4.0,3129.52,2024-09-02
185,95,Teclado,Imagem,3.0,547.17,2024-01-12
186,180,Impressora,Imagem,1.0,2807.63,2024-08-17
187,442,Teclado,Acessórios,2.0,1380.79,2024-05-24
188,334,Smartwatch,Acessórios,1.0,764.22,2024-10-25
189,727,Smartwatch,Portáteis,1.0,1563.65,2024-04-15
190,8,Notebook,Periféricos,5.0,1089.54,2024-02-19
191,686,Impressora,Portáteis,3.0,3307.94,2024-03-15
192,820,Câmera,Periféricos,5.0,2410.25,2024-08-22
193,255,Smartwatch,Imagem,4.0,286.93,2024-01-12
194,992,Fone de Ouvido,Imagem,4.0,1601.06,2024-09-15
195,360,Teclado,Imagem,2.0,1890.97,2023-12-31
196,630,Smartphone,Imagem,5.0,4625.32,2024-08-30
197,352,Impressora,Acessórios,4.0,3570.4,2023-12-29
198,284,Smartwatch,Portáteis,5.0,864.31,2024-01-12
199,326,Câmera,Imagem,2.0,4862.06,2023-12-02
200,77,Teclado,Periféricos,4.0,1107.24,2024-07-17
201,220,Smartwatch,Portáteis,5.0,740.41,2024-02-03
202,7,Tablet,Imagem,3.0,4232.62,2024-10-01
203,480,Mouse,Acessórios,2.0,1340.49,2024-04-23
204,288,Notebook,Portáteis,4.0,3841.27,2024-01-17
205,976,Teclado,Imagem,5.0,2634.06,2024-06-30
206,793,Notebook,Periféricos,5.0,555.54,2024-06-06
207,346,Câmera,Portáteis,1.0,4548.79,2024-03-03
208,80,Fone de Ouvido,Portáteis,1.0,4808.86,2024-06-13
209,31,Tablet,Imagem,1.0,3065.25,2024-07-25
210,215,Notebook,Imagem,4.0,2943.37,2024-07-22
211,407,Notebook,Acessórios,4.0,3338.68,2023-11-27
212,204,Mouse,Imagem,5.0,3180.01,2024-08-09
213,506,Mouse,Periféricos,1.0,2113.39,2024-09-01
214,666,Impressora,Periféricos,3.0,4513.79,2024-10-08
215,84,Notebook,Periféricos,1.0,2335.39,2024-02-20
216,82,Smartwatch,Imagem,3.0,4572.92,2024-08-29
217,274,Teclado,Imagem,3.0,1501.06,2024-09-30
218,43,Smartphone,Imagem,5.0,4621.86,2024-07-30
219,23,Fone de Ouvido,Portáteis,1.0,4106.32,2024-04-19
220,997,Smartwatch,Imagem,5.0,2486.35,2023-12-11
221,176,Câmera,Imagem,5.0,2535.49,2024-11-17
222,428,Fone de Ouvido,Portáteis,5.0,4561.49,2024-10-01
223,603,Mouse,Portáteis,4.0,3316.78,2023-12-13
224,859,Câmera,Portáteis,1.0,2765.37,2024-05-15
225,889,Fone de Ouvido,Periféricos,,4774.68,2024-07-14
226,279,Notebook,Acessórios,5.0,1517.22,2024-06-24
227,798,Smartwatch,Acessórios,5.0,484.37,2024-02-21
228,686,Notebook,Acessórios,4.0,1364.53,2024-01-08
229,269,Smartwatch,Periféricos,2.0,800.39,2024-01-20
230,265,Notebook,Periféricos,5.0,1667.69,2024-03-10
231,636,Notebook,Periféricos,4.0,2434.01,2024-03-08
232,136,Fone de Ouvido,Periféricos,1.0,4448.09,2024-10-09
233,667,Monitor,Imagem,1.0,1777.23,2023-11-23
234,815,Mouse,Portáteis,4.0,4149.67,2024-03-14
235,882,Impressora,Acessórios,3.0,665.92,2023-12-18
236,524,Impressora,Periféricos,1.0,3423.87,2023-12-29
237,551,Notebook,Imagem,3.0,1188.64,2024-03-23
238,259,Notebook,Imagem,4.0,2252.78,2023-12-22
239,537,Monitor,Portáteis,1.0,1673.83,2024-07-06
240,641,Notebook,Imagem,5.0,4966.24,2024-09-17
241,901,Câmera,Imagem,5.0,2913.19,2024-01-06
242,673,Smartphone,Periféricos,3.0,4566.45,2024-08-16
243,339,Smartwatch,Portáteis,5.0,800.04,2023-12-23
244,146,Notebook,Acessórios,5.0,1053.42,2024-10-14
245,453,Notebook,Acessórios,1.0,3725.5,2024-05-08
246,306,Monitor,Acessórios,4.0,1102.55,2024-02-12
247,821,Smartwatch,Acessórios,1.0,3537.12,2024-08-29
248,799,Monitor,Portáteis,4.0,4654.9,2024-08-14
249,72,,Imagem,2.0,2004.35,2024-10-18
250,395,Mouse,Portáteis,3.0,3270.66,2024-04-07
251,974,Monitor,Portáteis,5.0,912.37,2023-12-15
252,59,Notebook,Portáteis,1.0,4727.95,2024-08-14
253,505,Mouse,Periféricos,5.0,688.79,2024-07-05
254,170,Mouse,Imagem,1.0,2855.97,2024-02-25
255,859,Monitor,Imagem,1.0,1984.73,2024-11-01
256,724,Smartphone,Portáteis,1.0,3310.84,2024-02-02
257,531,Impressora,Acessórios,1.0,4816.58,2024-02-17
258,397,Teclado,Imagem,5.0,3818.46,2024-02-28
259,862,Câmera,Periféricos,1.0,983.98,2024-04-14
260,293,Mouse,Imagem,1.0,797.47,2024-10-26
261,502,Teclado,Imagem,2.0,2847.77,2024-09-08
262,982,Teclado,Portáteis,1.0,3057.54,2024-05-26
263,81,Smartwatch,Portáteis,2.0,2569.93,2024-06-22
264,192,Fone de Ouvido,Portáteis,5.0,2654.82,2024-09-27
265,730,Teclado,Portáteis,2.0,4931.8,2023-12-26
266,765,Monitor,Periféricos,1.0,1108.14,2023-11-24
267,866,Smartwatch,Portáteis,,1633.71,2024-02-26
268,950,Notebook,Portáteis,1.0,2933.77,2024-08-13
269,502,Notebook,Imagem,1.0,1560.02,2024-03-14
270,437,Câmera,Imagem,2.0,463.34,2024-10-31
271,208,Teclado,Portáteis,4.0,512.14,2024-03-28
272,819,Impressora,Periféricos,3.0,2007.58,2024-03-28
273,487,Câmera,Imagem,2.0,112.26,2024-03-14
274,560,Smartwatch,Portáteis,1.0,3012.89,2023-12-02
275,150,Monitor,Portáteis,4.0,1904.1,2024-03-11
276,626,Notebook,Imagem,5.0,3572.08,2024-02-08
277,791,Notebook,Periféricos,1.0,2945.59,2024-06-26
278,389,Fone de Ouvido,Imagem,2.0,2688.39,2024-10-25
279,862,Notebook,Portáteis,4.0,2105.51,2023-12-27
280,524,Mouse,Acessórios,5.0,4255.39,2023-12-11
281,7,Impressora,Imagem,5.0,4052.12,2024-06-26
282,551,Monitor,Portáteis,5.0,492.18,2023-12-13
283,135,Tablet,Acessórios,2.0,3937.6,2024-10-08
284,210,Smartwatch,Portáteis,2.0,1261.7,2023-12-05
285,183,Smartwatch,Portáteis,5.0,4280.53,2024-05-31
286,147,Monitor,Acessórios,1.0,3262.27,2024-08-10
287,476,Câmera,Imagem,4.0,3114.01,2024-09-04
288,248,Câmera,Portáteis,4.0,1610.17,2024-07-16
289,874,Câmera,Imagem,5.0,176.75,2024-06-12
290,356,Notebook,Imagem,1.0,4320.56,2024-01-14
291,108,Mouse,Periféricos,3.0,3084.93,2024-03-12
292,439,Câmera,Periféricos,1.0,3369.39,2024-06-11
293,652,Câmera,Acessórios,1.0,2001.84,2024-10-18
294,288,Fone de Ouvido,Periféricos,1.0,3584.68,2024-03-12
295,817,Teclado,Imagem,4.0,4987.71,2024-05-07
296,62,Tablet,Portáteis,4.0,1085.48,2024-05-12
297,726,Notebook,Imagem,5.0,1657.71,2024-05-21
298,411,Teclado,Portáteis,2.0,948.77,2023-12-01
299,740,Smartphone,Acessórios,4.0,4851.72,2024-08-09
300,305,Tablet,Acessórios,4.0,1967.17,2024-06-16
301,448,Câmera,Portáteis,4.0,3779.65,2024-08-16
302,33,Fone de Ouvido,Periféricos,2.0,3482.63,2024-08-15
303,972,Câmera,Imagem,3.0,1904.91,2024-01-01
304,668,Fone de Ouvido,Periféricos,4.0,1303.61,2024-08-13
305,810,Fone de Ouvido,Imagem,1.0,598.73,2024-01-04
306,525,Notebook,Periféricos,1.0,3949.83,2024-06-11
307,468,Monitor,Portáteis,1.0,1705.03,2024-03-29
308,265,Fone de Ouvido,Imagem,3.0,2321.99,2024-01-06
309,63,Tablet,Acessórios,1.0,4013.35,2024-07-20
310,363,Tablet,Periféricos,4.0,2565.52,2024-10-07
311,107,Notebook,Acessórios,2.0,2227.15,2024-10-11
312,469,Monitor,Portáteis,2.0,3019.61,2024-07-28
313,321,Impressora,Periféricos,2.0,1027.3,2024-07-09
314,649,Fone de Ouvido,Portáteis,5.0,3332.18,2024-10-14
315,251,Smartwatch,Acessórios,2.0,2435.78,2024-09-20
316,567,Câmera,Periféricos,4.0,84.3,2024-02-24
317,872,Fone de Ouvido,Acessórios,3.0,3351.02,2024-06-11
318,418,Smartwatch,Portáteis,2.0,3735.69,2024-04-23
319,625,Smartphone,Periféricos,2.0,916.67,2024-05-24
320,316,Fone de Ouvido,Periféricos,5.0,1000.2,2024-06-17
321,862,Monitor,Imagem,3.0,2568.95,2023-11-24
322,223,Câmera,Portáteis,1.0,1448.19,2024-03-14
323,726,Monitor,Periféricos,5.0,1839.52,2023-11-20
324,254,Fone de Ouvido,Imagem,3.0,141.37,2023-12-18
325,326,Monitor,Imagem,5.0,2386.42,2024-08-15
326,751,Notebook,Periféricos,5.0,2896.54,2024-01-14
327,443,Smartphone,Acessórios,5.0,117.94,2024-04-20
328,575,Impressora,Periféricos,5.0,4266.7,2023-12-13
329,537,Impressora,Portáteis,4.0,2773.78,2023-12-06
330,195,Smartphone,Imagem,2.0,478.29,2023-12-06
331,495,Smartwatch,Acessórios,4.0,1578.66,2024-04-15
332,187,Notebook,Imagem,5.0,684.07,2023-12-19
333,553,Teclado,Portáteis,2.0,58.95,2024-10-24
334,145,Smartwatch,Portáteis,2.0,3382.45,2024-05-13
335,170,Tablet,Portáteis,4.0,1717.67,2024-01-18
336,595,Mouse,Periféricos,5.0,2991.94,2024-07-06
337,409,Impressora,Imagem,2.0,2016.41,2024-05-25
338,647,Smartphone,Acessórios,4.0,2531.23,2023-12-14
339,238,Notebook,Imagem,1.0,1422.82,2024-05-04
340,391,Mouse,Periféricos,4.0,1051.1,2024-11-14
341,570,Câmera,Acessórios,4.0,1633.62,2024-07-20
342,433,Impressora,Periféricos,4.0,1950.06,2023-12-19
343,452,Mouse,Portáteis,5.0,3048.96,2024-01-10
344,367,Smartwatch,Portáteis,5.0,2194.24,2023-11-26
345,226,Impressora,Acessórios,1.0,1343.18,2024-10-04
346,659,Smartphone,Imagem,5.0,1328.21,2024-03-26
347,368,Smartphone,Acessórios,5.0,4270.51,2024-04-13
348,532,Smartphone,Portáteis,1.0,3316.3,2024-01-12
349,517,Tablet,Periféricos,3.0,528.14,2024-06-21
350,232,Fone de Ouvido,Imagem,2.0,1948.06,2024-10-25
351,1000,Smartwatch,Acessórios,1.0,2428.36,2024-09-08
352,899,Mouse,Portáteis,1.0,3242.19,2024-09-24
353,595,Câmera,Acessórios,5.0,3198.23,2024-04-18
354,768,Tablet,Periféricos,5.0,1663.23,2024-06-14
355,31,Smartwatch,Imagem,4.0,2502.42,2024-04-13
356,247,Câmera,Portáteis,,2727.71,2024-08-01
357,490,Teclado,Acessórios,3.0,1280.49,2024-08-30
358,295,Fone de Ouvido,Acessórios,5.0,2782.07,2024-04-24
359,465,Mouse,Imagem,2.0,1503.87,2024-06-02
360,408,Câmera,Acessórios,5.0,2626.41,2024-04-01
361,778,Mouse,Acessórios,5.0,2836.91,2024-03-17
362,148,Smartwatch,Imagem,4.0,3860.92,2024-04-06
363,485,,Portáteis,5.0,3784.84,2024-08-16
364,375,Mouse,Imagem,1.0,561.95,2024-08-21
365,687,Câmera,Portáteis,1.0,1709.84,2024-09-15
366,545,Smartphone,Imagem,4.0,1207.31,2024-10-03
367,841,Smartwatch,Periféricos,4.0,2929.0,2024-09-05
368,649,Mouse,Imagem,4.0,495.53,2024-01-14
369,161,Smartphone,Imagem,3.0,3260.36,2024-06-06
370,725,Smartphone,Portáteis,,3196.27,2024-09-24
371,19,Monitor,Imagem,4.0,4183.43,2024-03-20
372,618,Tablet,Periféricos,2.0,2927.7,2023-12-15
373,300,Monitor,Portáteis,5.0,2953.53,2023-12-08
374,116,Teclado,Periféricos,4.0,4867.03,2024-03-06
375,819,Mouse,Periféricos,5.0,1823.46,2024-06-09
376,649,Notebook,Acessórios,1.0,2019.22,2023-11-27
377,439,Monitor,Portáteis,1.0,2970.22,2024-06-14
378,660,Mouse,Imagem,3.0,1128.2,2024-07-25
379,822,Monitor,Portáteis,4.0,3479.29,2024-06-28
380,780,Impressora,Portáteis,2.0,1209.37,2024-06-01
381,701,Tablet,Periféricos,3.0,838.5,2024-04-08
382,355,Teclado,Imagem,1.0,3594.33,2024-10-16
383,356,Monitor,Imagem,4.0,718.84,2024-02-06
384,756,Câmera,Periféricos,5.0,2411.86,2024-01-30
385,903,Tablet,Periféricos,5.0,2857.33,2024-01-06
386,787,Fone de Ouvido,Portáteis,5.0,81.13,2024-09-25
387,712,Notebook,Acessórios,2.0,4032.3,2024-10-19
388,567,Notebook,Portáteis,5.0,239.87,2024-08-05
389,775,Mouse,Acessórios,5.0,3939.56,2024-06-14
390,643,Smartwatch,Portáteis,1.0,1451.44,2024-10-29
391,900,Mouse,Acessórios,3.0,4300.02,2024-08-04
392,680,Smartphone,Imagem,3.0,3826.02,2024-09-06
393,849,,Portáteis,2.0,4402.01,2024-11-10
394,575,Smartwatch,Acessórios,1.0,2157.78,2024-08-10
395,944,Tablet,Portáteis,2.0,1098.86,2024-03-08
396,56,Notebook,Acessórios,5.0,2247.12,2024-06-02
397,505,Notebook,Imagem,3.0,4304.91,2023-12-30
398,12,Mouse,Portáteis,3.0,2387.31,2024-06-24
399,438,Monitor,Portáteis,3.0,3441.62,2024-08-09
400,101,Mouse,Periféricos,5.0,1966.52,2024-03-12
401,528,Impressora,Imagem,3.0,940.62,2024-04-20
402,513,Tablet,Periféricos,5.0,3469.31,2023-12-11
403,94,Teclado,Periféricos,1.0,4298.52,2024-07-14
404,870,Teclado,Portáteis,5.0,2385.53,2024-01-05
405,513,Câmera,Periféricos,2.0,1943.96,2024-10-16
406,68,Fone de Ouvido,Acessórios,3.0,933.69,2024-06-19
407,143,Teclado,Acessórios,5.0,2300.91,2024-05-19
408,924,Notebook,Acessórios,2.0,2012.41,2024-08-09
409,649,Smartwatch,Acessórios,2.0,4347.1,2024-09-12
410,648,Notebook,Imagem,2.0,4852.08,2024-11-08
411,369,Câmera,Acessórios,2.0,4069.81,2024-05-19
412,240,Teclado,Imagem,3.0,3753.72,2024-11-11
413,466,Mouse,Imagem,4.0,3973.59,2024-07-11
414,938,Monitor,Imagem,1.0,2533.87,2024-08-02
415,878,Monitor,Periféricos,2.0,2434.58,2023-12-07
416,78,Câmera,Periféricos,5.0,1260.82,2024-06-13
417,483,Teclado,Periféricos,4.0,208.99,2024-09-19
418,544,Fone de Ouvido,Imagem,3.0,1123.22,2024-05-07
419,224,Impressora,Acessórios,5.0,4230.9,2024-11-05
420,824,Tablet,Portáteis,5.0,3242.9,2024-09-07
421,487,Teclado,Imagem,4.0,3057.82,2024-02-15
422,902,Teclado,Imagem,2.0,2862.9,2024-05-02
423,843,Teclado,Acessórios,4.0,4377.19,2023-12-25
424,673,Smartphone,Periféricos,4.0,525.81,2024-08-24
425,625,Notebook,Acessórios,1.0,3578.45,2024-05-09
426,724,Teclado,Acessórios,4.0,2357.81,2024-08-12
427,269,Notebook,Portáteis,4.0,4902.2,2024-07-23
428,174,,Periféricos,5.0,2138.19,2024-01-29
429,271,Smartwatch,Periféricos,4.0,4799.79,2024-10-23
430,41,Impressora,Portáteis,4.0,3253.56,2024-08-31
431,671,Monitor,Imagem,5.0,2388.97,2024-10-23
432,569,Tablet,Imagem,3.0,4835.66,2023-12-03
433,826,Mouse,Periféricos,3.0,3613.84,2024-08-31
434,854,Notebook,Acessórios,5.0,3372.86,2024-05-24
435,413,Fone de Ouvido,Imagem,4.0,392.23,2024-09-07
436,507,Notebook,Acessórios,1.0,3023.5,2024-05-11
437,367,Teclado,Imagem,3.0,3744.33,2024-04-13
438,729,Smartphone,Portáteis,5.0,2065.19,2024-04-25
439,344,Impressora,Acessórios,4.0,4011.76,2024-09-20
440,622,Fone de Ouvido,Portáteis,5.0,3575.29,2024-10-09
441,967,Notebook,Imagem,1.0,250.46,2024-01-19
442,411,Tablet,Acessórios,1.0,854.5,2024-07-14
443,330,Monitor,Portáteis,4.0,4724.03,2024-01-15
444,394,Tablet,Periféricos,5.0,2953.95,2024-06-15
445,854,Smartwatch,Acessórios,1.0,1024.48,2024-03-21
446,600,Smartphone,Imagem,4.0,2452.31,2023-11-24
447,144,Câmera,Periféricos,3.0,3007.64,2024-06-29
